text,label,label_id
what countries do your accounts support?,24,24
how can i move money from my account at a different bank to the account i have at this bank.,65,65
are there any restrictions to where i can use my card?,10,10
how come a fee was charged when i tranferred money,64,64
what is this 1 fee in my statement?,34,34
i did a money transfer to my account and it is not showing there.,5,5
do you take swift transfers?,56,56
the atm didn't give me what i asked for but my balance says it did,75,75
can i edit my personal details?,30,30
will my money be of equal value when i travel abroad?,32,32
i have no idea why but my transfers keep getting declined. i have double checked all the recipient details several times already and they're definitely correct.,27,27
is there a way to reset the passcode?,44,44
"can you explain your refund policy, please?",52,52
do cash machines let me change my pin?,21,21
i want to cancel a transfer i just made.,8,8
help my find the verification code on a topup.,71,71
what options do i have for holding currencies?,36,36
can you tell me why my credit card was declined while trying to topup?,59,59
who do i talk to for transactions debited twice?,63,63
my topup is taking a while to process!,47,47
what are the fees of using an international card to add money?,57,57
why did i not get my refund yet?,51,51
"i would like to make a purchase, however my card has been declined. i would like to ask the reason for this. the past two weeks, the card has been working fine.",53,53
i got less cash than what i specified for through the atm.,75,75
"there are a few transaction that i don't recognize, i think someone managed to get my card details and use it.",22,22
am i allowed to carry an additional card?,39,39
i made a payment and it was reverted and wanted to know why?,53,53
hello i made a bank transfer couple hours ago from my uk account but it doesn't show up yet. can you please check if everything is alright with it?,5,5
my transfer's stuck on pending.,48,48
what do i need to do to activate my new card?,0,0
what is the max topup?,60,60
"i want to start using my card, how do i activate it?",0,0
"there was just a withdrawal but it wasn't me, i've never even visited the town where the withdrawal happened.",20,20
app doesnt think its me,68,68
"i believe my card has been stolen, what can i do about this situation? it's urgent.",41,41
there's a payment in the app i don't recognize.,16,16
how many disposable cards can i have?,29,29
do i have to do the identity check?,74,74
"i thought i lost my card but i found it today, so i would like to reactivate it.",13,13
my cheque is slow to cash,6,6
how can my friend give me money?,50,50
i didn't get the correct amount of money from the atm machine,75,75
why won't my card work anymore?,14,14
"i wanted to use my card contactless but it doesn't seem to be working, what could be the problem?",23,23
what is the rate for exchange fees?,31,31
where can i get a new passcode?,44,44
why does my account not accept cash deposits?,6,6
do you guys accept cash? because i deposited some this morning and i can't see it in my account.,6,6
what is the cost of a transfer?,56,56
what do i do about my expired card?,9,9
the wrong exchange rate applied to my cash withdrawal.,76,76
i have a payment that hasn't went through yet.,45,45
why isn't the transfer i made to a friend showing?,66,66
which documents do i need for this identity check?,69,69
why did i get charged a fee for my card payment?,15,15
where do i unblock my pin?,49,49
how do i get the contactless feature to work for my card?,23,23
has my card been lost in delivery?,11,11
the cash i wanted wasn't there.,75,75
i can't see the transfer that i put in.,5,5
i bought an item at the wrong exchange rate.,17,17
whats the exchange charge,31,31
what are the countries you have offices in?,24,24
i am just waiting for the transaction to be completed.,66,66
i don't recognize some transactions. is someone else using it?,22,22
why did the atm swallow my card?,18,18
what do i need to do to transfer money with my credit card?,62,62
can i have a tangible form of my virtual card.,43,43
"hi. about two hours ago i made a transfer from my bank which is in the uk, but i don't see it yet! would you check what's going on with it, please?",5,5
"i got a message saying i made a withdrawal from the bank machine, but i did not.",20,20
my card has been stolen what do i do?,41,41
help! i've forgot my app passcode!,44,44
someone stole my card!,41,41
can i top up with check?,58,58
i didn't set up a direct debit payment on my account.,28,28
i want a physical card,43,43
"i need a refund and cancel a transaction on an item i purchased and i need it as soon as possible, please!",52,52
what is this extra pound charge for?,34,34
would it be possible to open up an account for children?,1,1
they said i would get a refund but i don't see it on my statement.,51,51
why is it important to verify my identity?,74,74
please sort your top up! my top up has been pending for an hour already. can you please make it go through as soon as possible. i really need the money.,47,47
what are your currency exchange fees?,31,31
will i be charged a fee for a sepa transfer?,56,56
my card will not work,14,14
my payment was cancelled,53,53
can i get a real card?,43,43
i tried to use the atm with foreign currency. the conversion rate applied was wrong.,76,76
why do you need me to do an identity check?,74,74
why is my 'top up' not showing up in my wallet?,62,62
how do i receive my physical card,43,43
how will i know where my funds are coming from?,70,70
i made a card payment by my card but it failed. please let me know when the payment will get completed as its still pending.,45,45
can i get money in my home currency at some atm ? as i am on holiday and bit concerned because i do not have any cash with me . is it possible to withdraw without any additional cost.,76,76
i made a payment that is not yet complete.,45,45
why did i get charged a fee for my transfer?,64,64
i forgot my code,44,44
what is the strange cash withdrawal on my statement?,20,20
"my mother deposited a cheque into my account last week, why is it still not showing up?",6,6
i cannot view the refunded amount in my account.,51,51
i can't find out how to topup my account using cash.,58,58
"in reviewing my statement, i show i have two charges for the same purchase at the same time, which i have not made in duplicate? how do i get this solved?",63,63
what extra charges are there?,64,64
my card was refused,25,25
i was charged on my account that shouldn't be there.,28,28
"i am having a slight problem with my american express in apple play, can you help me fix the problem with top up?",2,2
is my card actually working? it's the first time i tried using it,26,26
i didn't make this payment and it's on my app,16,16
i took out money and there is a fee. why?,19,19
"i'm not happy, i want to close my account.",55,55
"hello, there was an error while attempting topup with my card this morning. i was able to use the card two days ago with no issues. could you please assist?",59,59
how long does it take to get money from europe?,67,67
can i exchange to eur?,36,36
"hi, i am unable to see transaction in my account which i made couples of hours ago from my uk account. please help me in this.",5,5
i am having trouble verifying my identity.,68,68
"i have received my card, can you help me put it in the app?",13,13
is there an age limit to get an account?,1,1
"if i exchange currencies on a regular basis, is there a discount?",31,31
how can i exchange currencies with this app?,33,33
do i need anything for the identity check?,69,69
how long does it take for my top up to clear?,47,47
i'm interested in learning more about product refunds.,52,52
"i think my identity has been stolen, can you check on unauthorized charges?",22,22
i noticed that the exchange rate applied to a recent purchase i made abroad was incorrect.,17,17
why am i unable verify my id?,68,68
are there certain atms that i can use this card at?,3,3
please give me both a visa and a master card.,73,73
do you deal with eur?,36,36
i am here to change my adress.,30,30
what is the process when my card is due to expire?,9,9
how can i receive a virtual card?,40,40
what are the steps for changing my passcode?,44,44
what is the procedure for an expired card?,9,9
"i don't see my refund money yet in my account. i asked the merchant a while ago for a refund, so i don't know what's taking so long. can you look into it and see if the money is there, just not in my account yet?",51,51
the rate applied to my foreign purchase was incorrect,17,17
help! i think my phone may be stolen or lost!,42,42
why have i been charged an extra pound?,34,34
can i change my pin at any cash machines?,21,21
and do you have virtual cards instead of physical ones?,40,40
the atm keeps declining my card! i tried two different atms already can you please check if everything is alright with my account??,26,26
my top up was rejected. why?,61,61
wtf??? i tried to withdraw some money at a metro bank on high st. kensington and without any notice it disappeared in the machine. the bank was already closed so i couldn't do anything. how do i get it back?,18,18
i entered the correct pin but i still couldnt get funds.,26,26
do you charge for making a withdrawal? i took some money out of my account earlier and i was charged for this.,19,19
why is checking my identity important?,74,74
i accidentally made a payment to a wrong account. what should i do?,8,8
can you please identify the problem with my bank card?,14,14
can i increase my topup maximum?,60,60
i have a direct debit charge that i do not recognize,28,28
"hey, i think someone stole my card numbers. there is a purchase showing up on my app from a store pretty far away from me.. i really need that money back to pay my rent.",28,28
i would like to have a physical card to carry around and use. how can i get one?,43,43
do you limit my topups?,60,60
why doesn't the app believe i am who i say i am?,68,68
my recent transfer didn't go through  why not?,27,27
does the pin come under separate cover?,38,38
what card or currency can i use to pay?,54,54
will you accept my other card?,54,54
a withdrawal is showing that i don't recognize,20,20
it's been some time ago that i placed an order and it just isn't coming. at this point just give me back my money because i'm not paying them.,52,52
supported countries,24,24
i tried withdrawing but my cash is not showing up?,75,75
"i am in desperate need to transfer funds from another account that i have into this one, how do i do that?",65,65
i was looking to buy another card today.,39,39
why was my transfer stopped ?,7,7
"i am overseas in china, can i get a replacement card?",9,9
why was i charged an additional fee when paying with card?,15,15
can i auto topup as much as i want?,4,4
how does the exchange rate work?,32,32
can you send me the actual card?,43,43
where is the pin number found?,38,38
what is the process to link the new card?,13,13
if my card becomes expired what can i do?,9,9
"transfers may show up as pending for up to one business day while they are processed, and then they'll depart for the beneficiary accounts. please confirm that you have correctly entered your account details. sepa transfers typically take up to two working days, while swift transfers can take up to five working days.",48,48
i don't remember my login code,44,44
why am i being charged for withdrawing cash funds?,19,19
"given a choice, i'd rather have mastercard.",73,73
what is the maximum transactions i can use on a disposable card?,29,29
i have trouble proving my identity.,68,68
i bought an item and the exchange rate was wrong.,17,17
which credit card topups do you accept?,54,54
what are the currency exchange fees?,31,31
why did a transfer get declined?,27,27
what documents do i need for the identity check?,69,69
what age do i have to be?,1,1
is there a charge for receiving money?,56,56
i am inquiring about why there was an extra fee charged when i used an atm.,19,19
"when i tried to transfer funds to my friend today i was unable to do so, why?",35,35
how much does it cost to add money to my card,57,57
i can't get my virtual card to work at all,72,72
please tell me which fiat currencies you support.,36,36
can you explain why my transfer was unsuccessful?,35,35
what's the limit for auto topup?,4,4
why is the exchange rate so exorbitant? this should have been a much higher amount of cash for that to apply.,76,76
when i'm traveling is it possible to add money automatically at certain time points?,4,4
i believe you charged me too much to exchange my money,17,17
can i use my apple watch to to top up?,2,2
why should i have to prove my identity?,74,74
i recently bought something abroad but the exchange rate is incorrect. why?,17,17
which foreign currencies can i get transferred into my account?,50,50
there is a payment showing that i know i didn't make. i didn't use my card that day and i'm sure of it. can you please cancel that transaction and return my money? thankyou,28,28
my latest transfer seems to be missing.,5,5
need to report a change of address.,30,30
how much do i need to pay for a transfer?,56,56
i lost my phone and would like to freeze my accounts.,42,42
what should i do if i lost my card?,41,41
there is a direct debit that looks suspicious.,28,28
will i get a real card?,43,43
why check my identity?,74,74
what do i do if the exchange rate was wrong for the item i bought overseas?,17,17
this card is accepted by what businesses?,10,10
why was i charged a fee for my withdrawal?,19,19
"hi , i just came to know i made the wrong transaction yesterday. would you please make it correct?i need it by tomorrow.",8,8
what can i use to verify my identify?,69,69
"i can't get my card out of the atm, what should i do now?",18,18
i need to verify my source of funds,70,70
a transaction is repeated several times on my account.,63,63
are you ripping people off with the exchange rate? it can't be that atrocious between banks.,17,17
what happens when a beneficiary can't receive my transfer?,7,7
"i have an account at another bank, but i want to transfer some of the money to my account here. .",65,65
i was just shopping online for some tickets and the payment was declined by you. why has this happened? i am certain i have the right amount of funds in my account.,25,25
"i would like to top up my account with a bank transfer, is that allowed?",65,65
i bought something and returned it and the money from the return isn't in my account.,51,51
how do i top up? can i use my apple watch?,2,2
i made a mistake and performed a transaction on the wrong account!,8,8
will there be a cost if i exchange currency?,31,31
do you have any fees if i want to add money using an international card.,57,57
i need to know the cost and when i will receive a new card to replace an old one.,9,9
can i use my apple watch to topup?,2,2
where do i go to terminate my account?,55,55
what is my card pin,38,38
how long does a payment show as pending before i should worry about it?,45,45
does it cost anything for exchanges?,31,31
"need a new card, mine is expiring.",9,9
my contactless payments have not been completed successfully.,23,23
can you freeze my account? i just saw there are transactions on my account that i don't recognize. how can i fix this?,16,16
why did my transfer fail? what can i do?,35,35
what do i do to link my new card?,13,13
can you tell me what cards and currencies you take?,54,54
how can i check if i have received a refund if it is not yet on my statement?,51,51
"would you please unblock my pin? i don't know why, but it's blocked.",49,49
how long will it take to have my card mailed to me?,12,12
how much am i charged to receive money?,56,56
what do i do if i notice a strange withdrawl in my statement?,20,20
"since my pin is blocked, would you help me unblock it?",49,49
why was i charged an extra pound?,34,34
what is the solution of this problem,11,11
what is the limit on disposable cards?,29,29
why is the exchange rate terrible? that can't be close to the actual interbank rate.,17,17
does the app allow for exchanges between currencies?,33,33
"help me please, my apple pay american express top up does not work.",2,2
i have a confusing payment appear on my statement and i don't recognise it!,16,16
what is the 1 fee for?,34,34
do you have a list of cards and currencies you support?,54,54
i do not recognise this card payment.,16,16
the seller of the items i bought online the other day hasn't received the eu transfer yet. how long do these usually take?,48,48
are there any fiat currencies that you will not work with?,36,36
i am not sure but someone else might be using my card,22,22
i am asking to end my account.,55,55
how can i activate the new card i got?,0,0
how do i shut down my account and get out of this company?,55,55
what do i use to verify my identity?,69,69
when can i expect my card?,12,12
freeze my account it's been hacked.,22,22
is there an option to have a virtual card?,40,40
what is needed to activate my card?,0,0
i just bought an item and changed my mind. i have not received it yet how can i get refunded. thank you.,52,52
i paid with card and i was charged a fee,15,15
i need help fixing my contactless. it's not working anywhere i go today.,23,23
"i tried using a virtual card for a hotel but it didn't work, why not",29,29
"my card is expiring shortly. how much will it cost for a replacement, and how soon can i get it?",9,9
i am having a huge problem with my card being declined and it's really important that i topup today. would you please look into this further and let me know how i can get this fixed?,59,59
where is the cash from my cheque i recently deposited?,6,6
the app won't let me log in as myself.,68,68
i need to be made aware when i am being charged an extra amount for payments please. i looked over the app earlier and noticed an additional feel related to one of the payments. i was not warned about this before.,15,15
i need to transfer funds from china and quick expedition is crucial. approximately how long does it take for a transfer from china to go through?,67,67
what's the time frame on eu transfers? i purchased something a couple of days ago but the seller hasn't received my payment.,48,48
i was just contacted by a seller that let me know they didn't get my money even though i'm very sure it was removed from my account. now it's back in my account. get this resolved quickly.,53,53
how long do i have to wait for a us transfer?,67,67
how do i topup my card with a cheque?,58,58
what atm locations are near me?,3,3
"i recently purchased something, and the exchange rate was wrong.",17,17
the topup did not go through.,59,59
where do i go if i want to link my new card?,13,13
how do i know where the funds come from?,70,70
i contacted a seller about a refund last week but he still hasn't returned my money. i am frustrated and need these funds. please help me get my money back.,51,51
give me a refund,52,52
a fee came along with me paying with card,15,15
why am i being asked to verify my identity?,74,74
where can i link a new card?,13,13
do you offer free atm withdrawals of ones hometown currency while on holiday?,76,76
i have a withdrawal waiting to go through.,46,46
why was there an extra charge because i used my card to pay?,15,15
i couldn't get the money i needed.,75,75
will my other us credit card be accepted?,54,54
my actual card isn't working.,14,14
i was charged a fee when buying stuff with my card.,15,15
can i see where my funds come from?,70,70
i was just going over my transactions for the past couple of months and noticed a large type charge that i know i did not make. even though it's been a while can i please still dispute this?,28,28
i cant prove who i am,68,68
what are the benefits to verifying the topup?,71,71
i would like to exchange some currency.,33,33
i received a fee i should not have.,15,15
"my card couldn't complete a transfer, why?",35,35
what source do my fund come from?,70,70
the conversion value for my card payments is incorrect.,17,17
please help me! i need to cancel a transaction.,8,8
is the top up feature available on the apple watch?,2,2
what happened! i asked for 30 pounds at your atm and only go 10. the machine lied about it too. it said i received the full 30 pounds. someone better help me asap on this.,75,75
do i get visa or mastercard?,73,73
where is the money i put in the bank?,6,6
i got double charged for a payment so how do i fix that?,63,63
i was charged a fee for a transfer. where did it come from?,64,64
"i tried to get some withdrawls but the machine didn't work. the transaction still seems in progress.seems like something is wrong,i don't want to be charged for transaction i did not make.",46,46
i was charged for a cash withdrawal.,19,19
i just purchased a disposable virtual card. am i able to use it for online purchases immediately?,37,37
"give me my card, i need it now!",12,12
what does it mean when my top up is saying still pending?,47,47
can i topup any amount i wish on any given day?,60,60
why didn't my friend's transaction arrive yet?,66,66
"i need to make a transfer, what will the fee be?",56,56
"i see i was charged extra when i used the card. i am not sure why, please tell me why.",15,15
i think that my card has been stolen!,41,41
i prefer mastecard.,73,73
do you know where my card will be accepted?,10,10
"my new card isn't in my app, how do i get it in there?",13,13
my virtual card isn't working.,72,72
can i go ahead and use my account even though my identify hasn't been verified yet?,74,74
i need to terminate my account.,55,55
the 1.00 has still not been reverted as indicated in the previous email.,34,34
please help me change my pin.,21,21
i can't verify identity through the app.,68,68
help! in the app there is a payment that i don't remember.,16,16
"i'm looking in the app and can't find my pin, where should i look?",38,38
where can i find the top up verification code?,71,71
can i use the system google pay for topups?,2,2
i am not able to use the app since i forgot my phone at the hotel i was staying at.,42,42
where do i activate my card?,0,0
what do i do if the atm took my card?,18,18
"after i got my cash, i found out my exchange rate was wrong.",76,76
i am interested in cancelling a purchase,52,52
i need to transfer funds into my account. how can i do this?,65,65
the money has not yet been placed in recipients account.,66,66
i do not recongize a payment in my account.,16,16
where do i get a disposable card,37,37
"i want to reactivate my card, i thought i had lost it but found it again this morning.",13,13
what should i do about a direct debit that i did not set up?,28,28
why on earth do you need so much personal id info from me?,74,74
i can't find my password,44,44
where does all this money come from though?,70,70
my new card came in. how do i activate?,0,0
i need my card as soon as possible.,12,12
after depositing a cheque my balance did not change.,6,6
"give me back my money, i'm not paying the sellers. it has been a long time ago that i made an order and it just isn't coming.",52,52
why hasn't my refund appeared on my statement?,51,51
i tried activation my card and it didn't employment,0,0
can you lookup my password?,44,44
what on earth is up with the exchange rate! this should have been a much higher amount of cash,76,76
can i be topped up once i hit a certain balance?,4,4
my card hasn't came in the mail yet?,11,11
how long would does it take for a seller to receive an eu transfer if i bought something from them and sent them the money immediately?,48,48
the nfc payment wouldn't work on the bus today. help?,23,23
there's a direct debit payment in my account that i didn't make,28,28
i couldn't make a transfer to a beneficiary!,7,7
why isn't my google topup pay working?,2,2
how many disposable cards am i allowed to have?,29,29
what types of fiduciary currencies are supported for tenure and exchange?,36,36
i'm looking for a machine of yours that will provide me cash from my home country. i went on holiday and don't have any cash on me. will your machine charge me extra to do this?,76,76
how can i get additional cards?,39,39
can i make transfers before identity verification?,74,74
estimated time arrival for transfers?,67,67
there's a payment that isn't mine on my app,16,16
can you issue both a visa and a mastercard to me?,73,73
how long does it take for a refund?,51,51
can my 19 year old daughter open a savings account at the bank?,1,1
what is the atmosphere of it,10,10
do yo charge a fee for exchanging foreign currencies?,31,31
i topped up my card but the app rejected it.,59,59
why have i received a rebate for my payment after a week?,53,53
what's the process for topping up by card?,62,62
"my card isn't working at all, i need assistance. it's really frustrating.",14,14
do you offer services for children to have money saving experience?,1,1
i did not make a cash withdrawal that is on my statement,20,20
"my bank app said that i got cash from an atm, but that's a mistake.",20,20
i think that somebody is utilizing my card without my authorization!,22,22
i am not receiving the correct exchange rate on my card.,17,17
what countries can i use your services?,24,24
will i be charged an extra fee if i need to exchange currency?,31,31
how much would i be charged for a transfer?,56,56
"i think someone saw my pin and i am on vacation in spain, can i change it locally at an atm?",21,21
why did i get charged when getting cash?,19,19
i have have multiple charges for one transaction.,63,63
why was one of my transfers declined?,27,27
asked for 100 but only got 20. why would this happen?,75,75
"i deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet. it's been a day already!",6,6
why is my app showing me taking money that i did not take out?,20,20
i have an outgoing transfer,48,48
"i want to get a new card before my current one expires, how much will it cost me and how long will it take to get here.",9,9
there is a charge for 1 on my statement. i do not think that i bought anything that costed 1. what is going on?,34,34
i topped up but it isn't in my account,47,47
i just got refunded for my purchase over two weeks ago,53,53
how much can i topup to my card at a time?,60,60
i got some cash in the atm but its still pending,46,46
i think someone is using my card without my permission!,22,22
are there any atm machines near me?,3,3
how do i go forth on verifying my identity?,69,69
is there a problem with the payment that i see is still pending?,45,45
i was charged a fee for a card payment. why?,15,15
what can you use the disposable cards for?,37,37
the amount of cash i have received is not correct.,75,75
i would like to know what the restrictions are for the disposable cards.,29,29
am i able to do topups with google pay?,2,2
"my recent transfer needs to be cancelled immediately it was a mistake, please can you cancel it before it goes through?",8,8
"if my account is low in funds, can i set an auto topup?",4,4
is this where i order a virtual card?,40,40
causes of topup cancellation,61,61
it appears my transfer was declined.,27,27
why would there be an extra charge on my app?,34,34
how long will it take the money to appear in my account?,67,67
"the atm charged me an extra fee, why?",19,19
the money is still in my account even though i already paid  i don't understand what happened.,53,53
"i need to delete my account, please.",55,55
what atms can i use this card at?,3,3
can i have a virtual card?,40,40
i am still waiting for a cash withdrawal to show,46,46
do you support other currencies?,36,36
want to know how to get virtual card,40,40
can i choose what card i can use,73,73
what's the deal with verifying the topup?,71,71
transfer declined.,27,27
my disposable virtual card is not working,72,72
how can i use american express to add funds to my account?,54,54
how long am i to wait before the transfer gets to my account?,67,67
could you please help me? i made my rent payment and have double checked that i sent it to the right account. the person receiving it says he has not received it but it shows complete on my side.,66,66
can i dispute a debit payment that i am seeing that i didn't make from a couple of months ago?,28,28
"if i don't live in the uk, can i get a card?",24,24
where are the atms that i can use mastercard?,3,3
can someone help with my passcode?,44,44
still waiting on my refund...,51,51
what countries do you operate in?,24,24
please explain the exchange rates.,32,32
please help me figure out the reason for the odd withdrawal amount from my account?,20,20
i would like to edit my personal information .,30,30
i did a payment but it was reverted by the app,53,53
do you have a limit to top ups?,60,60
"i don't know what's wrong with my card, but it has not worked at multiple places today.",14,14
it's been a week since you issued me a card and i still didn't get it. should i keep waiting?,11,11
how do i get rid of my account asap?,55,55
are there any restrictions for the disposable cards that i need to be aware of?,29,29
"i don't understand what a disposable virtual card is, can you help?",37,37
why was i charged a fee when making this transfer when i shouldn't have been?,64,64
i've been using my account while abroad for a while but only recently i've been charged a fee. why am i only being charged a fee now.,64,64
can i have my card delivered on a specific day?,12,12
i'm not recognizing the card payment.,16,16
why isn't my payment showing?,53,53
is the exchange rate the same on weekends as the weekdays?,32,32
"i attempted to complete a topup, and i thought all was well, but now the money is gone again. has there been a glitch?",61,61
i want to change my account details.,30,30
how can i create a disposable virtual card?,37,37
i would like to know how to transfer money into my account.,65,65
somebody is taking money out of my account without my approval in another town separate from me. please place a freeze on my account until i can make it to the bank.,20,20
"my receipt shows an extra charge on my transfer, why is this?",64,64
how often can i top up my account?,60,60
are there any fees associated with receiving money?,56,56
i've been trying to make a transfer and it doesn't seem to be working. 5 times what is wrong with your system?,35,35
do i need to verify my topup?,71,71
i think there's been an unauthorized cash withdrawal from my account.,20,20
why are there additional fees for transfers?,64,64
my refund is not here yet,51,51
where can i use my card?,10,10
are their certain cash machines where i can change my pin?,21,21
what places will accept my card for payment?,10,10
i can't see my refund on my account,51,51
my card won't work right now.,14,14
what's your refund policy if i bought an item from you?,52,52
"my card is stuck in an atm machine, how do i get it back quickly?",18,18
after making a transfer from a uk account it's not showing up. how long do these transfers normally take for you? i want to be certain everything is all right.,5,5
"the transaction for the cash i pulled out of the atm earlier is pending in the app, but how if i already have the cash?",46,46
there's a 200 withdrawal on my statement that seems fishy to me.,20,20
my foreign currency exchange has been applied incorrectly.,17,17
how do i go about getting a virtual card?,40,40
"i have the funds, why can i not use my topup?",59,59
my phone was left behind. can i still use my card?,42,42
how much are the rates of exchange?,32,32
i transfered my balance a while back. why doesn't my account reflect this?,5,5
there is a direct debit set up that was not authorized by me.,28,28
can i use a bank transfer to add money to my account?,65,65
my transfer failed to process correctly. is there a reason this would happen?,35,35
please verify my topup card,71,71
why didn't i receive the right amount of cash at the atm?,75,75
how many disposable virtual cards can i have?,29,29
why am i having trouble withdrawing cash?,26,26
how do i find out my source of funds?,70,70
what do i have to do to change my name?,30,30
in what way can i use the disposable cards?,37,37
my salary is deposited in gbp. do i need to choose the currency?,50,50
how do i know if my top up worked?,59,59
i tried activating my card and it doesn't work how do i solve this problem?,0,0
i want to get my hands on one of those virtual cards!,40,40
is there a pay structure for currency exchanges?,31,31
what are the restrictions on auto topup?,4,4
there is a direct debit set up that i didn't create.,28,28
what currencies do you accept for adding money?,54,54
how can i get a visa and mastercard?,73,73
am i limited on the amount of disposable cards i can possess?,29,29
can i have the item refunded?,52,52
why is my deposit still pending?,6,6
why wont the atm give me cash?,26,26
is there a charge for using an european bank card for top up?,57,57
"i topped up by card a while ago and it's still pending, surely it should be done by now?",47,47
i need a new card and i live in the united states.,24,24
i have been waiting for my topup to complete and it still hasn't gone through.,47,47
how can i top up automatically?,4,4
what would be a reason my transfer got declined?,27,27
has my topup has been cancelled,61,61
how long does a check take to show up in the account balance?,6,6
is there a way to get around fees,15,15
"my pin can't access my card, can you help?.",49,49
i was needing you to see if the exchange rate is correct from when i got cash,76,76
i am very dissatisfied with the services that you are providing. i want to cancel my account.,55,55
why are you declining my payment? everything was fine.,25,25
why hasn't the transfer shown up in my account yet?,67,67
why is my card being declined at the atm? i have tried multiple atms and i keep running into the same problem. could you verify that everything is okay with my account?,26,26
"i think my transfer was declined, but why?",27,27
why would the app deny my topup?,59,59
i got my card a few days ago but am unable to top up. i'm thinking about closing my account because of this. what is going on?,59,59
the transfer went through but now it has been pending for quite a while. i need this to go through already,48,48
the exchange rate would be?,32,32
is there a topup limit that i have to stay under during a given period of time?,60,60
what is the time for a transfer?,66,66
what stipulations do disposable cards entail?,29,29
i requested a virtual card but it is not showing up. why?,40,40
my friends want to top up my account,62,62
i want my account deleted!,55,55
my product hasn't arrived even though i ordered it a while ago. i want a refund!,52,52
the applied exchange rate is wrong for the cash i got abroad.,76,76
nothing goes through on my card.,14,14
why did i get less cash than what i asked in the atm?,75,75
what's my topup verification code?,71,71
i have been charged twice for the same thing!,63,63
disposable virtual card can be ordered where?,37,37
when my card expires what happens to my account?,9,9
my bag got stolen with all my cards. can you please cancel my card and send a new one?,41,41
there is a payment that is not mine in the app. please advise,16,16
money was transferred to me and i am unable to see it,48,48
i tried to top up with my card but it was declined. i was able to a couple days ago and it worked. is something wrong? can you check it for me please?,59,59
"app malfunctioning, does not know its me",68,68
is there an extra fee to exchange currencies?,31,31
how can i edit my personal details?,30,30
are there any fees to get additional cards?,39,39
"hello, i noticed the money for an item i purchased online and have already received has been returned to my checking account. was there an issue with the merchant accepting my payment? or, possibly, with the bank sending it?",53,53
do i have to change my pin at a bank?,21,21
i requested a refund for a large order the other day and don't think i received the funds. can you tell me if you see them or not?,51,51
i'm trying to purchase a flat but i need my first payment for my mortgage to go through first. i keep getting an error. i'm not sure what is going on but i need help making this transfer.,35,35
how can i stop someone from using my card after i lost it yesterday.,42,42
why am i seeing a transfer fee?,64,64
why do i get declined when i try to withdraw cash?,26,26
i think my passcode was changed,44,44
is there an issue with my card payment as it has not gone through.,25,25
please help me. my disposable virtual card won't work right.,72,72
how can i add physical money to my card?,58,58
does topping up my card have a fee?,57,57
how can i get a card sent to china?,9,9
why have i not yet received my virtual card?,40,40
how long does it take for deliver to the us?,12,12
"i am seeing a weird payment showing up that i know i did not make, how can i get it cancelled?",28,28
i got my american express in apple bay but top up is not working,2,2
why is there an extra charge on my statement.,34,34
i'd like to use my american express to place money into my account.,54,54
i believe a wrong exchange rate was applied towards a cash transaction i made abroad.,76,76
what if my top up doesn't go through?,47,47
"i was checking the app for my account and i noticed there is an authorized charge on it. i haven't used my card today, so i know i didn't do it. i would like the transaction reversed and the money replaced.",28,28
my card payment has been cancelled,53,53
what should i do if my card is missing?,41,41
should i keep waiting for my card to be delivered?,11,11
"hi, i had an issue with my card payment and it shows on my account that my payment went through. then i got contacted from the seller saying they did not receive my payment then the payment was returned to my account. so i would like to see why it did that please.",53,53
explain the extra atm fees.,19,19
there is a cash withdrawal on my statement that i did not make,20,20
i'm worried that my card has been compromised because i see a payment that i didn't make.,16,16
there's an unauthorized cash withdraw,20,20
what is the best way to get my virtual card?,40,40
why is there a 1 charge on my statement?,34,34
what are the charges for receiving money?,56,56
why did my transfer fail?,35,35
i want to change the wrong exchange rate.,17,17
what kind of fees will i pay when i transfer?,64,64
i would like to not have to do the identity verification.,74,74
there is a repeat charge for the same item,63,63
why isn't my transfer not going through? i keep getting an error message.,7,7
does apple watch support the toppingoff of my account?,2,2
my card is gone i think it was stolen,41,41
what is the reason why the transfer shows as pending?,48,48
please provide currency exchange rates,31,31
why hasn't my topup gone through?,47,47
my app statement shows i took out cash from an atm but i did not. what can i do?,20,20
is there a reason why my virtual card won't work?,72,72
i made a cash withdrawal but the pending status is taking forever.,46,46
i was unable to make a transfer to another account.,7,7
my account balance has not updated since i deposited a cheque recently.,6,6
the app does not recognize who i am.,68,68
what cards and currencies are accepted?,54,54
where is my money i was using my card and it disappeared,62,62
i'm noticing a paymentpurchase at a company that i don't recognise.,16,16
the exchange rate for my electronic payment is incorrect.,17,17
can both visa and mastercard be chosen?,73,73
i get a decline message when doing a transfer,27,27
why hasn't my account updated?,6,6
what are the disposable card limits?,29,29
what are you going to use my identification details for?,74,74
need to know where money comes from,70,70
an atm machine didn't give me back my card.,18,18
"i'm having an issue with transaction. i topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. what's up with that?",61,61
"i show another charge on my card from when i used it, why?",15,15
yesterday my phone was stolen from me  what do i need to do about it?,42,42
am i able to stop a transfer?,8,8
"i'm trying to verify my identity but can't figure out how, what do i do?",69,69
"there was a transaction from two weeks ago from a business that i don't know. i'm fairly certain it wasn't me who made it, but is it an option to trace it to confirm?",28,28
